,mae,srcc,plcc,p-val,best2,best4,epoch,path json,path py
103,16.47589874267578,0.8257941603660583,0.8642019033432007,0.00020,0.8209643959999084,0.8181411027908325,120,Tres_clive_736367861568295226.json,org_effnet_4.py
131,8.26704216003418,0.8246756792068481,0.8745282292366028,0.00017,0.8241225481033325,0.822047770023346,190,Tres_clive_1300079273730456092.json,org_best_4.py
33,17.564491271972656,0.8245618343353271,0.869361162185669,0.00017,0.8229604363441467,0.8166402578353882,90,Tres_clive_8517024618672440160.json,org_ed_f_4.py
54,18.554292678833008,0.8225677013397217,0.8417807221412659,0.00013,0.8206921219825745,0.8192349672317505,110,Tres_clive_345993373124677137.json,org_normTrans.py
64,0.08275283128023148,0.8172986507415771,0.8445366024971008,0.00006,0.8158168196678162,0.8120410442352295,30,Tres_clive_8686452853683473511.json,lastGood_var2_normData.py
23,18.585166931152344,0.8150692582130432,0.8377381563186646,0.00005,0.8122355341911316,0.8098496198654175,120,Tres_clive_1097057684304587611.json,org_ope3.py
34,18.82614517211914,0.808355450630188,0.7085438370704651,0.00003,0.8059144616127014,0.8029270768165588,100,Tres_clive_4672924232761685090.json,org_mape_f_1.py
44,21.272825241088867,0.7996436953544617,0.8223742246627808,0.00001,0.7983790636062622,0.7940710783004761,110,Tres_clive_1573846859773705735.json,org_effnet_2.py
129,19.775663375854492,0.7974740266799927,0.8178321719169617,0.00001,0.7955169081687927,0.46038204431533813,30,Tres_clive_891724715410899508.json,org_tests_convnext_tiny_1.py
38,19.58983612060547,0.795046329498291,0.8150197863578796,0.00001,0.7902716398239136,0.789787769317627,120,Tres_clive_714982041405601843.json,org_effnet_1.py
0,17.67586326599121,0.7762178182601929,0.7084609866142273,0.00000,0.7705096006393433,0.755590558052063,149,Tres_clive_6518646060954713511.json,org_mape_f_4.py
37,17.511493682861328,0.6323300004005432,0.43970155715942383,0.00000,0.5565007925033569,0.026831626892089844,4,Tres_clive_986165521375530556.json,testTraining.py
